OMEGAWIKI	FGLOSS	SEEALSO	GLOSS	SEMANTICFIELD	DEFINITION	POS	WOLD
8448	dream	-	DREAM	The body	To experience while sleeping.	Verb	4.62
1505759	dribble	-	DRIBBLE	The body	To let saliva flow out of one’s mouth onto one’s chin.	Verb	4591
838127	drown	-	DROWN	The body	To be suffocated in water or other fluid; to perish by suffocation in water.	Verb	4751
6098	drunk	-	DRUNK	The body	Being in a temporary state in which one's physical and mental faculties are impaired due to excessive consumption of alcohol.	Adjective	4.98
5510	ear	-	EAR	The body	The organ of hearing, consisting of the pinna, auditory canal, eardrum, malleus, incus, stapes and cochlea.	Noun	4.22
1048124	earlobe	-	EARLOBE	The body	The lower fleshy part of the human ear.	Noun	4221
1071961	earwax	-	EARWAX	The body	A yellowish, waxlike secretion from certain glands in the external auditory canal.	Noun	4222
422180	elbow	-	ELBOW	The body	The joint between arm and forearm.	Noun	4.32
5511	eye	-	EYE	The body	The organ that is sensitive to light, which it converts to electrical signals passed to the brain, by which means animals see.	Noun	4.21
523726	eyebrow	-	EYEBROW	The body	The hair that grows over the bone ridge above the eye socket.	Noun	4212
637874	eyelash	-	EYELASH	The body	One of the hairs that grows on the eyelid, around the eyes.	Noun	4214
1046808	eyelid	-	EYELID	The body	A skin flap that can be closed over an eye.	Noun	4213
6410	face	-	FACE	The body	The front part of the head, featuring the eyes, nose, and mouth and the surrounding area.	Noun	4204
332125	faeces	-	FAECES	The body	Substance that human and animal bodies release from time to time as a little pile of waste remaining from digestion, after it has been collected in the colon.	Noun	-
515390	fart	-	FART	The body	To emit digestive gases through the anus.	Verb	4.64
503432	fatigue	-	FATIGUE	The body	A state of physical and/or mental weakness and a lack of vigor.	Noun	-
5436	feather	-	FEATHER	The body	A branching, hair-like structure that grows on the skin of birds and protects them against coldness and water and allows their wings to create lift.	Noun	4393
6347	fever	-	FEVER	The body	A higher than normal temperature of a person (or generally a mammal).	Noun	4841
5675	finger	-	FINGER	The body	One of the long extremities of the hand that is used for gripping objects.	Noun	4.34
5529	fingernail	-	FINGERNAIL	The body	The hard, flat, translucent covering near the tip of a human finger, useful for scratching and fine manipulation.	Noun	4344
615259	fist	-	FIST	The body	he closed hand with the fingers on the palm.	Noun	-
1539792	flesh	-	FLESH	The body	The flesh of humans as opposed to the flesh of animals.	Noun	4.13
5672	foot	-	FOOT	The body	The part of a human’s body below the ankle that is used in order to stand and walk.	Noun	4.37
1510480	footprint	-	FOOTPRINT	The body	The impression of the foot in a soft substance such as sand or snow.	Noun	4374
1241509	forehead	-	FOREHEAD	The body	The part of the face between the hairline and the eyebrows.	Noun	4205
158386	forefinger	-	FOREFINGER	The body	The finger between thumb and long finger.	Noun	-
1541236	front	-	FRONT TOOTH, INEISOR	The body	several teeth located above and below in the mouth of mammals to bite food off.	Noun	-
1541236	tooth	-	FRONT TOOTH, INEISOR	The body	several teeth located above and below in the mouth of mammals to bite food off.	Noun	-
1541236	ineisor	-	FRONT TOOTH, INEISOR	The body	several teeth located above and below in the mouth of mammals to bite food off.	Noun	-
897615	goiter	-	GOITER	The body	Enlargement of the thyroid gland.	Noun	4842
7187	grave	-	GRAVE	The body	A place (commonly marked with a headstone) where one or more people are buried (usually in a coffin underneath the ground).	Noun	4.79
1295456	gums	-	GUMS	The body	The mucosal tissue that partly lies over the teeth in the mouth.	Noun	4271
5824	guts	-	GUTS	The body	The internal organs of an animal.	Noun	4461
446278	hair	-	HAIR	The body	The collection or mass of hair on a person's head except the face.	Noun	4.14
5616	hand	-	HAND	The body	That part of the fore limb below the forearm or wrist in primates (including humans).	Noun	4.33
7269	have	-	HAVE SEX	The body	To take part in sexual activity (most commonly sexual intercourse) with another person for the purposes of sexual pleasure.	Verb	4.67
7269	sex	-	HAVE SEX	The body	To take part in sexual activity (most commonly sexual intercourse) with another person for the purposes of sexual pleasure.	Verb	4.67
5527	head	-	HEAD	The body	The part of the body of an animal or human which contains the brain, mouth and main sense organs.	Noun	4.2
5901	healthy	-	HEALTHY	The body	In good physical and mental condition; free from disease.	Adjective	4.83
5475	heart	-	HEART	The body	A muscular organ that pumps blood through the body.	Noun	4.44
422122	heel	-	HEEL	The body	The part of the foot on the backside where it becomes the leg.	Noun	4372
1339563	hiccough	-	HICCOUGH	The body	To have spasms of the diaphragm.	Verb	4521
707216	hip	-	HIP	The body	The outward-projecting parts of the pelvis and top of the femur and the overlying tissue.	Noun	4463
5981	horn	-	HORN, KERATINIZED SKIN	The body	A hard growth of keratin that protrudes from the top of the head of certain animals.	Noun	4.17
5981	keratinized	-	HORN, KERATINIZED SKIN	The body	A hard growth of keratin that protrudes from the top of the head of certain animals.	Noun	4.17
5981	skin	-	HORN, KERATINIZED SKIN	The body	A hard growth of keratin that protrudes from the top of the head of certain animals.	Noun	4.17
950344	intestines	-	INTESTINES	The body	The alimentary canal of an animal through which food passes after having passed all stomachs.	Noun	4461
1311851	itch	-	ITCH	The body	An unpleasant sensation on the skin that provokes the desire to scratch.	Noun	4854
348120	jaw	-	JAW	The body	Either of the two opposable structures forming, or near the entrance to, the mouth.	Noun	4207
155634	kidney	-	KIDNEY	The body	An organ in the body that produces urine.	Noun	4451
6023	kill	-	KILL	The body	To put to death; to end a life.	Verb	4.76
5918	knee	-	KNEE	The body	In man, the joint in the middle part of the leg.	Noun	4.36
1510490	lame	-	LAME	The body	Moving with pain or difficulty on account of injury, defect or temporary obstruction of a function.	Adjective	4.94
6424	lazy	-	LAZY	The body	Unwilling to do work or make an effort.	Adjective	4.92
5665	leg	-	LEG	The body	The limb of an animal (including humans) that extends from the groin to the ankle.	Noun	4.35
1510483	lick	-	LICK	The body	To stroke with the tongue.	Verb	4.59
1419171	life	1419153;8409;1419162	LIFE	The body	The state of being.	Noun	4741
154710	lip	-	LIP	The body	Either of the two fleshy protrusions around the opening of the mouth.	Noun	4.25
5476	liver	-	LIVER	The body	A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. Responsible for thousands of biochemical reactions.	Noun	4.45
1541248	long	-	LONG HAIR	The body	Hair that is not cut.	Noun	-
1541248	hair	-	LONG HAIR	The body	Hair that is not cut.	Noun	-
1541256	lower	-	LOWER ARM	The body	the part of the arm between the elbow and the hand.	Noun	-
1541256	arm	-	LOWER ARM	The body	the part of the arm between the elbow and the hand.	Noun	-
1541261	lower	-	LOWER LEG	The body	part of the leg between the knee and the foot.	Noun	-
1541261	leg	-	LOWER LEG	The body	part of the leg between the knee and the foot.	Noun	-
334158	lung	-	LUNG	The body	A biological organ that extracts oxygen from the air.	Noun	4441
5919	medicine	-	MEDICINE	The body	A substance which specifically promotes healing.	Noun	4.88
451991	molar	-	MOLAR TOOTH	The body	A tooth located in the back of the mouth used for crushing and grinding food.	Noun	4272
451991	tooth	-	MOLAR TOOTH	The body	A tooth located in the back of the mouth used for crushing and grinding food.	Noun	4272
332000	mouth	161654	MOUTH	The body	Opening in the lower half of a human face which is used for food ingestion and articulation.	Noun	4.24
6856	mute	-	MUTE	The body	Not making a sound.	Adjective	4.96
160368	naked	-	NAKED	The body	Without clothing.	Adjective	4.99
5862	nape	-	NAPE OF NECK	The body	The back part of the neck.	Noun	4281
5862	of	-	NAPE OF NECK	The body	The back part of the neck.	Noun	4281
5862	neck	-	NAPE OF NECK	The body	The back part of the neck.	Noun	4281
1417428	nasal	-	NASAL MUCUS, SNOT	The body	Mucus from the nose.	Noun	4232
1417428	mucus	-	NASAL MUCUS, SNOT	The body	Mucus from the nose.	Noun	4232
1417428	snot	-	NASAL MUCUS, SNOT	The body	Mucus from the nose.	Noun	4232
7690	navel	-	NAVEL	The body	A scar where the umbilical cord was attached.	Noun	4.43
5823	neck	-	NECK	The body	The part of the body (found in some animals, including humans) that connects the head and the trunk.	Noun	4.28
348030	nipple	-	NIPPLE	The body	The projection of a mammary gland from which, on female mammals, milk can be secreted.	Noun	4412
5471	nose	-	NOSE	The body	The organ of the face used to breath and smell.	Noun	4.23
527874	nostril	-	NOSTRIL	The body	Either of the two orifices located on the nose (or on the beak of a bird); used as a passage for air and other gases to travel the nasal passages.	Noun	4231
529277	palm	-	PALM OF HAND	The body	The inner and somewhat concave part of the human hand that extends from the wrist to the bases of the fingers.	Noun	4331
529277	of	-	PALM OF HAND	The body	The inner and somewhat concave part of the human hand that extends from the wrist to the bases of the fingers.	Noun	4331
529277	hand	-	PALM OF HAND	The body	The inner and somewhat concave part of the human hand that extends from the wrist to the bases of the fingers.	Noun	4331
5473	penis	-	PENIS	The body	The male sexual organ for copulation and urination; the tubular portion of the male genitalia (excluding the scrotum).	Noun	4492
1250941	perspire	-	PERSPIRE, SWEAT	The body	To secrete sweat.	Verb	4.55
1250941	sweat	-	PERSPIRE, SWEAT	The body	To secrete sweat.	Verb	4.55
161474	physician	-	PHYSICIAN	The body	A person who has completed a study of medicine, and as such tries to diagnose and cure diseases in patients.	Noun	4.87
745597	pimple	-	PIMPLE	The body	A result of a blockage of the skin's pore.	Noun	-
160433	piss	-	PISS	The body	To allow urine to flow from the bladder out of the body.	Verb	4.65
2847	poison	-	POISON	The body	A substance which, when ingested, inhaled, or absorbed, or when applied to, injected into, or developed within the body, in relatively small amounts, may cause injury, harm, or destruction to organs, tissue, or life.	Noun	4.89
489482	pregnant	-	PREGNANT	The body	Carrying developing offspring within the body.	Adjective	4.73
1073333	pubic	-	PUBIC HAIR	The body	Dense, coarse hair that grows on the male and female genital area beginning in puberty.	Noun	4145
1073333	hair	-	PUBIC HAIR	The body	Dense, coarse hair that grows on the male and female genital area beginning in puberty.	Noun	4145
745553	pus	-	PUS	The body	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	Noun	4857
1366972	rest	-	REST	The body	To cease working, moving or thinking for some time in order to relieve fatigue.	Verb	4912
348225	rib	-	RIB	The body	One of the long curved bones which form the rib cage.	Noun	4162
6259	saliva	-	SALIVA	The body	A secretion from the salivary glands (found in the mouth) that can be spat out.	Noun	-
156420	scar	-	SCAR	The body	A permanent mark on the skin resulting from a wound.	Noun	4858
6047	scratch	-	SCRATCH	The body	To rub or scrape (a part of the body) with a sharp object (e.g. to relieve an itching).	Verb	4.8541
1398936	shin	-	SHIN	The body	The front part of the leg below the knee.	Noun	-
332137	shit	-	SHIT	The body	To excrete feces from one's body through the anus.	Verb	4.66
1106980	shiver	-	SHIVER	The body	To shake nervously, as if from fear.	Verb	4.68
6186	shoulder	-	SHOULDER	The body	One side of the top of the torso, where an arm attaches or joins.	Noun	4.3
1372842	shoulderblade	-	SHOULDERBLADE	The body	A large flat bone located at the back of each shoulder.	Noun	4301
7800	sick	-	SICK	The body	Whose health is altered.	Adjective	4.84
3430	skin	-	SKIN	The body	The tissue forming the outer covering of the vertebrate body: it consists of two layers, the outermost of which may be covered with hair, scales, feathers, etc. It is mainly protective and sensory in function.	Noun	4.12
6568	skull	-	SKULL	The body	The main bone of the head; the cranium.	Noun	4202
6519	sleep	-	SLEEP	The body	To rest in a state of decreased consciousness and reduced metabolism.	Verb	4.61
665334	sneeze	-	SNEEZE	The body	To expel air rapidly as a reflex, usually induced by an irritation in the nose.	Verb	4.54
935932	snore	-	SNORE	The body	To make a noise during sleep by vibration of soft respiratory tissues (soft palate, base of the tongue and pharyngeal walls), particularly during inhalation.	Verb	4612
1103925	sore	-	SORE	The body	An injured, infected, inflamed or diseased patch of skin.	Noun	4.85
348411	spine	-	SPINE	The body	The body part that consists of a row of vertebrae, that support the head and torso and that forms a canal for nerves.	Noun	4191
6051	spit	-	SPIT	The body	To forcefully evacuate saliva from the mouth.	Verb	4.56
706908	spleen	-	SPLEEN	The body	A ductless vascular gland, located in the left upper abdomen near the stomach.	Noun	4452
352530	stomach	-	STOMACH	The body	An organ in the body, involved in digestion of food.	Noun	4.46
1410993	strength	1112610	STRENGTH	The body	Muscular capacity to modify the speed of an external physical object, to deform it or to oppose another force.	Noun	-
345510	strong	-	STRONG	The body	Capable of producing great physical force.	Adjective	4.81
1250835	sweat	-	SWEAT	The body	A fluid that is secreted by sweat glands in the skin in order to regulate body temperature.	Noun	-
838114	swelling	-	SWELLING	The body	Abnormal protuberance or localized enlargement.	Noun	4853
5468	tail	-	TAIL	The body	The appendage of an animal that is attached to its posterior and near the anus.	Noun	4.18
6567	temples	-	TEMPLES	The body	The region of the skull on either side of the forehead.	Noun	4201
502614	tendon	-	TENDON	The body	Tissue that connects muscle to bone.	Noun	4465
348064	testicles	-	TESTICLES	The body	The male sex gland that produces sperm and male hormones, found in some types of animals.	Noun	4.49
348189	thigh	-	THIGH	The body	The area between the pelvis and buttocks and the knee.	Noun	4351
5861	throat	-	THROAT	The body	The front part of the neck.	Noun	4.29
7250	thumb	-	THUMB	The body	The shortest and thickest of the fingers that can be placed against the others in order to create a firm grip.	Noun	4342
1541242	tip	-	TIP OF TONGUE	The body	front part of the tongue.	Noun	-
1541242	of	-	TIP OF TONGUE	The body	front part of the tongue.	Noun	-
1541242	tongue	-	TIP OF TONGUE	The body	front part of the tongue.	Noun	-
7117	tired	-	TIRED	The body	In need of some rest or sleep, usually as a result of hard work or physical activity.	Adjective	4.91
5969	toe	-	TOE	The body	One of the extremities of the foot.	Noun	4.38
1244402	toenail	-	TOENAIL	The body	The hard horny plate on top of each toe.	Noun	-
5440	tongue	-	TONGUE	The body	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	Noun	4.26
5946	tooth	-	TOOTH	The body	A hard, calcareous structure present in the mouth of many vertebrate animals, generally used for eating.	Noun	4.27
1329165	udder	-	UDDER	The body	An organ in female quadruped mammals which consists of mammary glands and has several teats.	Noun	4.42
535033	ulcer	-	ULCER	The body	An open sore of the skin, eyes or mucous membrane, often caused by an initial abrasion and generally maintained by an inflammation and/or an infection.	Noun	-
1541167	upper	-	UPPER ARM	The body	the part of the arm between the shoulder and the elbow.	Noun	-
1541167	arm	-	UPPER ARM	The body	the part of the arm between the shoulder and the elbow.	Noun	-
1541252	upper	-	UPPER BACK	The body	upper part of the back.	Noun	-
1541252	back	-	UPPER BACK	The body	upper part of the back.	Noun	-
1543636	upper	-	UPPER LEG	The body	The part of the leg between the pelvis and the knee.	Noun	-
1543636	leg	-	UPPER LEG	The body	The part of the leg between the pelvis and the knee.	Noun	-
504787	urine	-	URINE	The body	Liquid excrement consisting of water, salts and urea, which is made in the kidneys, stored in the bladder, then released through the urethra.	Noun	-
7685	vagina	-	VAGINA	The body	The lower part of the female reproductive tract; a moist canal in female mammals extending from the labia minora to the uterus.	Noun	4493
8471	vein	-	VEIN	The body	A blood vessel that transports blood from the capillaries back to the heart.	Noun	4151
5617	vomit	-	VOMIT	The body	To regurgitate the contents of the stomach.	Verb	4.57
7687	vulva	-	VULVA	The body	The external parts of the female genitalia, in human beings this consists of the labia , clitoris, opening of the urethra (meatus), and the opening of the vagina.	Noun	4494
692019	waist	-	WAIST	The body	In human beings, the part between the thorax and hips.	Noun	4462
6557	wake	6558	WAKE UP	The body	To stop sleeping.	Verb	4.63
6557	up	6558	WAKE UP	The body	To stop sleeping.	Verb	4.63
6555	weak	-	WEAK	The body	Lacking in force or ability.	Adjective	4.82
5528	wing	-	WING	The body	The appendage of an animal's (bird, bat, insect) body that enables it to fly in the air.	Noun	4392
348317	womb	-	WOMB	The body	The major female reproductive organ of most mammals, including humans. It is a large muscle enveloping the phoetus during pregnancy.	Noun	4.47
480931	wound	-	WOUND	The body	A type of injury in which in skin or tisue is torn, cut,  punctured or otherwise hurt.	Noun	4.85
348173	wrist	-	WRIST	The body	The flexible and narrower connection between the forearm and the hand.	Noun	4321
441371	yawn	-	YAWN	The body	To open the mouth widely and take a long, deep breath because of tiredness or boredom.	Verb	4.52
527082	diarrea	-	DIARREA	The body	A condition in which the sufferer has frequent and watery bowel movements.	Noun	-
348411	backbone	-	BACKBONE	The body	The body part that consists of a row of vertebrae, that support the head and torso and that forms a canal for nerves.	Noun	-
383952	adobe	-	ADOBE	The house	An unburnt brick dried in the sun made of clay and dried grasses.	Noun	7.64
372196	arch	372193;372199	ARCH	The house	An arch-shaped arrangement of trapezoidal stones, designed to redistribute downward force outward.	Noun	7.58
498099	beam	-	BEAM	The house	A structural member loaded on its narrow face, and typically used in a horizontal or sloping position to span between bearing points.	Noun	7.55
6851	bed	-	BED	The house	A piece of furniture, made for a person to sleep on.	Noun	7.42
348520	blanket	-	BLANKET	The house	A large cloth used for warmth and for sleeping.	Noun	7422
5479	board	357168;357171	BOARD	The house	A piece of wood or similar material that has been sawn into a regular shape, usually in preparation for using it in some sort of construction.	Noun	7.57
432	brick	-	BRICK	The house	A building material usually made from clay, molded as a rectangular block, and baked or burned in a kiln.	Noun	7.62
480116	camp	-	CAMP	The house	Tents, cabins, etc., used as temporary lodgings by a group of travellers, holiday-makers, Scouts, Gypsies, etc.	Noun	7.65
5592	candle	-	CANDLE	The house	A light source consisting of a wick embedded in a solid, flammable substance such as wax, tallow, or paraffin.	Noun	7.46
6162	chair	7489	CHAIR	The house	An item of furniture comprising a seat, legs, back, and sometimes arm rests, on which or in which one people can sit.	Noun	7.43
569	chimney	-	CHIMNEY	The house	A vertical structure of brick, masonry, or steel that carries smoke or steam away from a fire, engine, etc.	Noun	7.33
1510578	cookhouse	-	COOKHOUSE	The house	A small house where cooking takes place; a kitchen house.	Noun	7.17
1017244	courtyard	-	COURTYARD	The house	An area wholly or partly surrounded by walls or buildings.	Noun	7.15
6430	door	1070009	DOOR	The house	An opening, or passage in a fence or wall; the entrance through which you enter or leave a room or building.	Noun	7.22
1153341	doorpost	-	DOORPOST	The house	The frame that supports a door.	Noun	7221
1395201	fireplace	-	FIREPLACE	The house	An open recess in a wall at the base of a chimney where a fire may be built.	Noun	7.31
6679	floor	154527	FLOOR	The house	The bottom or lower part of any room; the supporting surface of a room.	Noun	7.26
1525934	gardenhouse	-	GARDEN-HOUSE	The house	A small building in a garden, such as a shed, which is not usually build to be inhabitated for long times.	Noun	7131
1253751	gate	-	GATE	The house	A moveable barrier that can be closed or open to control access to a building, a room, a car, an area, etc.	Noun	7.22
987151	hammock	-	HAMMOCK	The house	A swinging couch or bed, usually made of netting or canvas about six feet (1.8 m) wide, suspended by clews or cords at the ends.	Noun	7.66
5517	house	638769	HOUSE	The house	The abode of a human being, their place of residence.	Noun	7.12
691328	hut	952129	HUT	The house	a simple roofed shelter, often with one  open side.	Noun	7.13
6149	key	-	KEY	The house	An object designed to be able to open (and usually close) a lock.	Noun	7.24
6099	ladder	-	LADDER	The house	A frame usually portable, of wood, metal, or rope, for ascent and descent, consisting of two vertical side pieces to which are horizontally fastened cross strips or rounds forming steps.	Noun	7.37
2062	lamp	-	LAMP	The house	A device that produces light, such as an electric lamp.	Noun	7.45
433601	latch	-	LATCH	The house	A fastening for a door that has a bar that fits into a notch or slot, and is lifted by a lever or string from either side.	Noun	7231
478515	reside	-	RESIDE	The house	To have permanent residence.	Verb	7.11
6546	lock	-	LOCK	The house	Something used for fastening, which can only be opened with a key or combination.	Noun	7.23
372205	mason	-	MASON	The house	A craftsman who builds in stone or brick otherwise known as masonry.	Noun	7.61
1510584	meeting	-	MEETING HOUSE	The house	A building where people meet for a purpose.	Noun	7.18
1510584	house	-	MEETING HOUSE	The house	A building where people meet for a purpose.	Noun	7.18
1526639	mens	-	MEN'S HOUSE	The house	A separate building for male persons.	Noun	7.16
1526639	house	-	MEN'S HOUSE	The house	A separate building for male persons.	Noun	7.16
703845	mortar	-	MORTAR BINDER	The house	Paste made of a mixture of a binder (cement, plaster or lime), sand and water used in masonry to make bricks, stones, etc. stick together.	Noun	7.63
703845	binder	-	MORTAR BINDER	The house	Paste made of a mixture of a binder (cement, plaster or lime), sand and water used in masonry to make bricks, stones, etc. stick together.	Noun	7.63
1510588	padlock	-	PADLOCK	The house	A detachable lock that can be used to secure something by means of a sliding or hinged shackle	Noun	7232
447708	pillow	-	PILLOW	The house	Cushion placed under the head for sleeping.	Noun	7421
1506095	pole	-	POLE	The house	A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something	Noun	7.56
1506091	post	-	POST	The house	A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something.	Noun	7.56
355194	rafter	-	RAFTER	The house	One of several parallel sloping beams that extend from the ridge to the wall-plate, to support the roof and its associated loads; the sloping top member of a roof truss, which carries the purlins.	Noun	7.54
1506083	ridgepole	-	RIDGEPOLE	The house	The highest horizontal beam in a roof.	Noun	7.53
344031	roof	-	ROOF	The house	The structure covering a building.	Noun	7.51
6065	room	1395184;1395187	ROOM	The house	A separate part of a building, enclosed by walls, a floor and a ceiling.	Noun	7.21
340859	shelf	-	SHELF	The house	A flat, rigid, rectangular structure, fixed at right angles to a wall, and used to support, store or display objects.	Noun	7.47
3637	stove	358439	STOVE	The house	A chamber within which a fuel-air mixture is burned to provide heat, the heat itself being radiated outward from the chamber; used for space heating, process-fluid heating, and steel blast furnaces.	Noun	7.32
7196	table	-	TABLE	The house	A piece of furniture that generally consists of a hard, flat, horizontal surface, which is elevated and stabilised by 3 or more legs (usually 4).	Noun	7.44
1501856	tan	-	TAN	The house	To treat skins and hides with tannic acid so as to convert them into leather.	Verb	7.67
5770	tent	-	TENT	The house	A portable lodging (usually made from waterproof plastic, animal hide or canvas streched by poles) that is used for sheltering people and objects from the weather when camping or at festivals.	Noun	7.14
1506073	thatch	-	THATCH	The house	Natural roofing material such as straw, reeds, leaves, etc.	Noun	7.52
844734	torch	-	TORCH	The house	A stick with a flame on one end used as a light source.	Noun	7.45
1412223	trough	1412295;1412322	TROUGH	The house	A long, narrow container, open on top, for feeding or watering animals.	Noun	7.48
3989	wall	1395304	WALL	The house	A vertical construction made of stone, brick, wood, etc., with a length and height much greater than its thickness, used to enclose, divide or support.	Noun	7.27
5932	window	-	WINDOW	The house	An opening, usually covered by one or more panes of clear glass, to allow light from outside to enter a building or vehicle.	Noun	7.25
339642	yard	-	YARD	The house	A small, usually uncultivated area adjoining or within the precincts of a house or other building.	Noun	7.15
5903	kitchen	-	KITCHEN	The house	A room equipped for preparing and cooking food.	Noun	-
1073134	stairs	-	STAIRS	The house	A contiguous set of steps connecting two floors.	Noun	-
106	air	-	AIR	The physical world	A predominantly mechanical mixture of a variety of individual gases forming the earth's enveloping atmosphere.	Noun	1.71
1505700	arctic	-	ARCTIC LIGHTS	The physical world	A natural light display in the sky particularly in the Arctic regions.	Noun	1771
1505700	lights	-	ARCTIC LIGHTS	The physical world	A natural light display in the sky particularly in the Arctic regions.	Noun	1771
264	ash	-	ASH	The physical world	The incombustible matter remaining after a substance has been incinerated.	Noun	1.84
320	bay	-	BAY	The physical world	An open, curving indentation made by the sea or a lake into a coastline.	Noun	1.34
963421	bolt	-	BOLT OF LIGHTNING	The physical world	A sudden, short, temporary burst of light.	Noun	1.57
963421	of	-	BOLT OF LIGHTNING	The physical world	A sudden, short, temporary burst of light.	Noun	1.57
963421	lightning	-	BOLT OF LIGHTNING	The physical world	A sudden, short, temporary burst of light.	Noun	1.57
6039	burn	844863	BURN	The physical world	To be consumed by fire.	Verb	1852
1299599	burn	1232648	BURN SOMETHING	The physical world	To cause to undergo fire combustion.	Verb	1851
1299599	something	1232648	BURN SOMETHING	The physical world	To cause to undergo fire combustion.	Verb	1851
1505685	calm	-	CALM	The physical world	Smooth or having only gentle waves.	Adjective	1322
684108	cape	-	CAPE	The physical world	A piece of land extending into water.	Noun	1343
513	cave	-	CAVE	The physical world	1) An underground hollow with access from the ground surface or from the sea, often found in limestone areas and on rocky coastlines.2) A natural cavity, chamber or recess which leads beneath the surface of the earth, generally in a horizontal or obliquely inclined direction. It may be in the form of a passage or a gallery, its shape depending in part on the joint pattern or structure of the rock and partly on the type of process involved in its excavation. Thus, caves worn by subterranean rivers may be different in character from, and of considerably greater extent than, a sea-cave eroded by marine waves.3) A natural underground open space, generally with a connection to the surface and large enough for a person to enter. The most common type of cave is formed in a limestone by dissolution. (Source: CED /  WHIT /  BJGEO)	Noun	1.28
535	charcoal	-	CHARCOAL	The physical world	A porous solid product containing 85-98% carbon and produced by heating carbonaceous materials such as cellulose, wood or peat at 500-600 C° in the absence of air. (Source: MGH)	Noun	1.89
4261	cliff	-	CLIFF	The physical world	A steep coastal declivity which may or may not be precipitous, the slope angle being dependent partly on the jointing, bedding and hardness of the materials from which the cliff has been formed, and partly on the erosional processes at work. Where wave attack is dominant the cliff-foot will be rapidly eroded and cliff retreat will take place, especially in unconsolidated materials such as clays, sands, etc., frequently leaving behind an abrasion platform at the foot of the cliff. (Source: WHIT)	Noun	1222
623	cloud	-	CLOUD	The physical world	Suspensions of minute water droplets or ice crystals produced by the condensation of water vapour.	Noun	1.73
4259	creek	-	CREEK	The physical world	A narrow inlet or bay, especially of the sea.	Noun	-
1025381	darkness	-	DARKNESS	The physical world	Absence of light.	Noun	1.62
921645	dew	-	DEW	The physical world	Atmospheric moisture that condenses after a warm day and appears during the night on cool surfaces as small drops.	Noun	1.64
1009	dust	-	DUST	The physical world	Any kind of solid material divided in particles of very small size.	Noun	1213
1019	earthquake	-	EARTHQUAKE	The physical world	The violent shaking of the ground produced by deep seismic waves, originating from the epicentre.	Noun	1.45
1124797	embers	-	EMBERS	The physical world	A small, glowing piece of coal or wood, as in a dying fire.	Noun	1841
1255943	extinguish	-	EXTINGUISH	The physical world	To make something stop burning.	Verb	1861
1446	fire	-	FIRE	The physical world	The state of combustion in which inflammable material burns, producing heat, flames and often smoke.	Noun	1.81
1024755	firewood	-	FIREWOOD	The physical world	Wood intended to be burned.	Noun	1.88
376152	flame	-	FLAME	The physical world	A bright yellow, red or bluish light which emerges during combustion processes.	Noun	1.82
7153	foam	-	FOAM	The physical world	A mass of adjacent small pockets of air or bubbles with solid or liquid boundaries.	Noun	1324
1502	fog	-	FOG	The physical world	Water droplets or, rarely, ice crystals suspended in the air in sufficient concentration to reduce visibility appreciably.	Noun	1.74
1533	forest	-	FOREST	The physical world	A vegetation community dominated by trees and other woody shrubs, growing close enough together that the tree tops touch or overlap, creating various degrees of shade on the forest floor.	Noun	1.41
6042	freeze	-	FREEZE	The physical world	To reach a chemically solid state, by the process of cooling.	Verb	1775
1707	hail	-	HAIL	The physical world	Precipitation in the form of balls or irregular lumps of ice.	Noun	-
1187180	hailing	-	HAILING	The physical world	To fall from the clouds in form of ball or lumps of ice.	Verb	-
1769	high	-	HIGH TIDE	The physical world	The level of water when the tide is at its highest level.	Noun	1354
1769	tide	-	HIGH TIDE	The physical world	The level of water when the tide is at its highest level.	Noun	1354
1772	hill	-	HILL	The physical world	A natural elevation of the land surface, usually rounded.	Noun	1.22
1837	ice	-	ICE	The physical world	The dense substance formed by the freezing of water to the solid state; it commonly occurs in the form of hexagonal crystals.	Noun	1.77
2031	island	-	ISLAND	The physical world	A land mass, especially one smaller than a continent, entirely surrounded by water.	Noun	1.25
2058	lagoon	-	LAGOON	The physical world	A body of water cut off from the open sea by coral reefs or sand bars.	Noun	1341
2061	lake	-	LAKE	The physical world	An enclosed body of water, usually but not necessarily fresh water, from which the sea is excluded.	Noun	1.33
2063	land	-	LAND, EARTH	The physical world	A specified geographical tract of the Earth's surface including all its attributes, comprising its geology, superficial deposits, topography, hydrology, soils, flora and fauna, together with the results of past and present human activity, to the extent that these attributes exert a significant influence on the present and future land utilization. (Source: WHIT)	Noun	1.21
2063	earth	-	LAND, EARTH	The physical world	A specified geographical tract of the Earth's surface including all its attributes, comprising its geology, superficial deposits, topography, hydrology, soils, flora and fauna, together with the results of past and present human activity, to the extent that these attributes exert a significant influence on the present and future land utilization. (Source: WHIT)	Noun	1.21
2158	light	-	LIGHT RADIATION	The physical world	Electromagnetic radiation that is capable of causing a visual sensation. (Source: CED)	Noun	1.61
