OMEGAWIKI	WOLD	GLOSS	SEMANTICFIELD	DEFINITION	POS
5568	17.56	NO	Cognition	A word used to show disagreement of something.	Function word
154801	19.36	NOBLE	Social and political relations	Someone of aristocratic blood.	Noun
5290	15.44	NOISE	Sense perception	Sound which is unwanted, either because of its effects on humans, its effect on fatigue or malfunction of physical equipment, or its interference with the perception or detection of other sounds.	Noun
6550	12.47	NORTH	Spatial relations	One of the four major compass points, specifically 0°, directed toward the North Pole, and conventionally upwards on a map.	Noun
5471	4.23	NOSE	The body	The organ of the face used to breath and smell.	Noun
527874	4.231	NOSTRIL	The body	Either of the two orifices located on the nose (or on the beak of a bird); used as a passage for air and other gases to travel the nasal passages.	Noun
5495	24.06	NOT	Miscellaneous function words	Negates the meaning of the modified verb.	Function word
333997	24.14	NOTHING	Miscellaneous function words	Not any thing.	Function word
5936	14.18	NOW	Time	At present; at this time.	Function word
5877	23.39	NUMBER	Modern world	An abstract entity used to describe quantity.	Noun
479578	23.21	NURSE	Modern world	A person trained to provide care for the sick.	Noun
1403728	5.77	NUT	Food and drink	A hard-shelled seed.	Noun
2597	8.61	OAK	Agriculture and vegetation	Any tree of the genus Quercus in the order Fagales, characterized by simple, usually lobed leaves, scaly winter buds, a star-shaped pith, and its fruit, the acorn, which is a nut; the wood is tough, hard, and durable, generally having a distinct pattern.	Noun
701390	21.25	OATH	Law	Promise or solemn declaration in front of an authority, another person or to oneself.	Noun
1111216	8.46	OATS	Agriculture and vegetation	A species of grass (Avena sativa) grown for its seed.	Noun
6686	19.46	OBEY	Social and political relations	To do as you are told.	Verb
7140	17.35	OBSCURE	Cognition	Known vaguely or incompletely, if at all.	Adjective
2608	1.329	OCEAN	The physical world	The mass of water occupying all of the Earth's surface not occupied by land, but excluding all lakes and inland seas.	Noun
7834	14.32	OFTEN	Time	Many times, with short intervals between occasions.	Function word
6195	5.79	OIL	Food and drink	Fat in a liquid form.	Noun
848858	6.94	OINTMENT	Clothing and grooming	A semisolid preparation intended for external application to the skin or mucous membranes. (source: UMLS)	Noun
5482	14.15	OLD	Time	Having lived or existed for a relatively long period of time.	Adjective
1526622	2.461	OLD MAN	Kinship	A male person who is old of age.	Noun
385678	2.471	OLD WOMAN	Kinship	An old woman.	Noun
7130	2.444	OLDER BROTHER	Kinship	A male with more years of age than one or more of his siblings.	Noun
1526616	2.4561	OLDER SIBLING	Kinship	A person who is born before another person who has the same parents.	Noun
7129	2.454	OLDER SISTER	Kinship	A female with more years of age than one or more of her siblings.	Noun
512617	5.78	OLIVE	Food and drink	The small oval fruit of the olive tree, Olea europaea.	Noun
1192008	22.47	OMEN	Religion and belief	A sign that is supposed to reveal whether the future will be favourable or not.	Noun
6244	13.01	ONE	Quantity	The cardinal number that directly follows zero and precedes two, represented in Roman numerals as I, and in Arabic numerals as 1.	Function word
6485	13.33	ONLY	Quantity	Nothing more than.	Function word
513017	12.24	OPEN	Spatial relations	To make something accessible or removing an obstacle to something being accessible.	Verb
1510392	3.622	OPOSSUM	Animals	A mammal being a member of the family Didelphidae.	Noun
433943	17.54	OR	Cognition	[Conjunction that indicates an alternative.]	Function word
493103	19.45	ORDER	Social and political relations	To express as instruction to be executed by the receiver, in accordance with an authority acknowledged by him.	Verb
391992	6.71	ORNAMENT	Clothing and grooming	An element of decoration.	Noun
509527	2.75	ORPHAN	Kinship	A person one or both of whose parents have died, especially a minor.	Noun
1406403	24.11	OTHER	Miscellaneous function words	The rest of a group of.	Function word
1527208	10.832	OUTRIGGER	Motion	A stabilizer for a canoe; spars attach to a shaped log or float parallel to the hull.	Noun
342558	12.06	OUTSIDE	Spatial relations	In the open, not within a building.	Function word
5053	5.25	OVEN	Food and drink	An enclosed heated compartment usually lined with a refractory material used for drying substances, firing ceramics, heat-treating, etc.	Noun
1511021	11.63	OWE	Possession	To be under an obligation to give something back to someone or to perform some action for someone; to have debt.	Verb
339205	3.596	OWL	Animals	A solitary, mainly nocturnal bird of prey, belonging to the order Strigiformes; it has large forward-facing eyes and ears and a hawk-like beak, and it can turn its head 180 degrees around.	Noun
333811	11.12	OWN	Possession	To have rightful possession of property, goods or capital.	Verb
518788	3.22	OX	Animals	A castrated bull.	Noun
1478129	10.851	PADDLE	Motion	A tool used for pushing against liquid, generally for the propulsion of a boat.	Noun
1506100	8.121	PADDY	Agriculture and vegetation	Wet land in which rice is grown.	Noun
1510588	7.232	PADLOCK	The house	A detachable lock that can be used to secure something by means of a sliding or hinged shackle	Noun
7257	16.31	PAIN	Emotions and values	An unpleasant, usually localised physical sensation that is often the result of an injury, disease or other ailment.	Noun
2709	9.88	PAINT	Basic actions and technology	A mixture of pigment and a vehicle, such as oil or water, that together form a liquid or paste that can be applied to a surface to provide an adherent coating that imparts colour, protects the surface and/or gives the surface different features.	Noun
959903	9.89	PAINT	Basic actions and technology	To make a painting.	Verb
8187	13.37	PAIR	Quantity	Two similar or identical things taken together.	Noun
529277	4.331	PALM OF THE HAND	The body	The inner and somewhat concave part of the human hand that extends from the wrist to the bases of the fingers.	Noun
528656	8.81	PALM TREE	Agriculture and vegetation	Any of various evergreen trees from the family Palmae or Arecaceae, which are mainly found in the tropics.	Noun
1071911	5.28	PAN	Food and drink	Cooking utensil relatively flat, having a handle, used to cook food such as meat, vegetables or eggs, usually in oil or butter.	Noun
2713	18.56	PAPER	Speech and language	Felted or matted sheets of cellulose fibers, formed on a fine-wire screen from a dilute water suspension, and bonded together as the water is removed and the sheet is dried.	Noun
157257	2.37	PARENTS	Kinship	Father and mother of a child.	Noun
1510380	2.622	PARENTS-IN-LAW	Kinship	Mother-in-law and father-in-law.	Noun
374495	3.592	PARROT	Animals	Any bird of the order Psittaciformes, many species of which are colourful and able to mimic human speech.	Noun
345219	13.23	PART	Quantity	A seperate unit of a larger whole.	Noun
2725	3.16	PASTURE	Animals	Land covered with grass or herbage and grazed by or suitable for grazing by livestock.	Noun
4382	10.72	PATH	Motion	A route or track between one place to another.	Noun
336535	11.65	PAY	Possession	To give money in exchange for goods or services.	Verb
5839	20.14	PEACE	Warfare and hunting	A state free of war, in particular war between different countries.	Noun
1505825	5.46	PEEL	Food and drink	To remove the skin from food or vegetables.	Verb
1510964	9.91	PEG	Basic actions and technology	A cylindrical wooden, metal etc. object used to fasten or as a bearing between objects.	Noun
347193	18.57	PEN	Speech and language	A utensil, usually tubular in form, containing ink used to write or make marks.	Noun
541549	21.37	PENALTY	Law	Punitive sanction taken against someone who has broken the law.	Noun
5473	4.492	PENIS	The body	The male sexual organ for copulation and urination; the tubular portion of the male genitalia (excluding the scrotum).	Noun
345923	19.21	PEOPLE	Social and political relations	A group of persons forming or belonging to a particular nation, class, ethnic group, country, family, etc.	Noun
5960	5.82	PEPPER	Food and drink	A spice prepared from the fermented, dried, unripe red berries of the pepper plant.	Noun
7328	21.47	PERJURY	Law	The deliberate giving of false or misleading testimony under oath.	Noun
431335	19.47	PERMIT	Social and political relations	To approve a specific action.	Verb
333730	2.1	PERSON	Kinship	A human being.	Noun
1250941	4.55	PERSPIRE,SWEAT	The body	To secrete sweat.	Verb
1454217	5.59	PESTLE	Food and drink	A heavy cylindrical object with a rounded end used for crushing and grinding.	Noun
2761	23.195	PETROLEUM	Modern world	A comparatively volatile liquid bitumen composed principally of hydrocarbon, with traces of sulphur, nitrogen or oxygen compounds; can be removed from the earth in a liquid state.	Noun
161474	4.87	PHYSICIAN	The body	A person who has completed a study of medicine, and as such tries to diagnose and cure diseases in patients.	Noun
1511027	12.212	PICK UP	Spatial relations	To lift; to grasp and raise; to collect.	Verb
160850	13.231	PIECE	Quantity	One object of a set, undivided part of something broken.	Noun
5836	3.35	PIG	Animals	A common, four-legged animal (Sus scrofa) that has cloven hooves, bristles and a nose adapted for digging and is farmed by humans for its meat.	Noun
646056	12.213	PILE UP	Spatial relations	To get or gather together.	Verb
1511151	23.22	PILL	Modern world	A small, usually cylindrical object designed for easy swallowing, usually containing some sort of medication.	Noun
447708	7.421	PILLOW	The house	Cushion placed under the head for sleeping.	Noun
1116679	6.63	PIN	Clothing and grooming	A small device, made (usually) of drawn-out steel wire with one end sharpened and the other flattened or rounded into a head, used for fastening.	Noun
1511058	15.712	PINCH	Sense perception	To squeeze a small amount of a person's skin and flesh, making it hurt.	Verb
706003	8.64	PINE	Agriculture and vegetation	Evergreen coniferous tree of the genus Pinus.	Noun
489864	8.691	PIPE	Agriculture and vegetation	A device consisting of a mouthpiece, a long pipe stem and a pipe bowl, that is used to smoke tobacco.	Noun
160433	4.65	PISS	The body	To allow urine to flow from the bladder out of the body.	Verb
1238556	5.34	PITCHER	Food and drink	A container shaped like a vase with a handle and a spout used to serve liquids.	Noun
1510832	8.26	PITCHFORK	Agriculture and vegetation	An agricultural tool comprising a fork attached to a long handle used for pitching hay or bales of hay high up onto a haystack.	Noun
503503	16.35	PITY	Emotions and values	Deep awareness of the suffering of another, coupled with the wish to relieve it.	Noun
337267	12.11	PLACE	Spatial relations	A position or area in a space.	Noun
2813	1.23	PLAIN	The physical world	An extensive, broad tract of level or rolling, almost treeless land with a shrubby vegetation, usually at a low elevation.	Noun
992256	21.21	PLAINTIFF	Law	One who commences a legal process by a complaint.	Noun
1510567	6.921	PLAIT	Clothing and grooming	A flat fold; a doubling, as of cloth; a pleat.	Noun
703135	9.75	PLAIT/BRAID,WEAVE	Basic actions and technology	to unite or arrange (threads, strips, parts, branches, etc.) so as to intercross one another passing it alternately over and under.	Verb
619975	8.531	PLANT	Agriculture and vegetation	To put a plant in the ground so that it strikes root and grows.	Verb
2836	8.53	PLANT	Agriculture and vegetation	Any living organism that synthesizes its food from inorganic substances, possesses cellulose cell walls, responds slowly and often permanently to a stimulus, lacks specialized sense organs and nervous system, and has no powers of locomotion.	Noun
2840	23.57	PLASTIC	Modern world	A polymeric material (usually organic) of large molecular weight which can be shaped by flow; usually refers to the final product with fillers, plasticizers, pigments, and stabilizers included (versus the resin, the homogeneous polymeric starting material); examples are polyvinyl chloride, polyethylene, and urea-formaldehyde.	Noun
154781	5.32	PLATE	Food and drink	A dish on which food is served or from which food is eaten.	Noun
6010	16.26	PLAY	Emotions and values	To act in a manner such that one has fun; to engage in playful activities expressly for the purpose of recreation.	Verb
996296	19.63	PLOT	Social and political relations	Agreement on a secret plot.	Noun
845139	8.21	PLOUGH	Agriculture and vegetation	To use a plough on to prepare for planting.	Verb
7816	6.61	POCKET	Clothing and grooming	A kind of pouch, which is accessible by an opening in an article of clothing and serves for storage; usually large enough in order to accommodate at least one hand.	Noun
448577	18.67	POET	Speech and language	A person who writes poems.	Noun
1511031	12.352	POINTED	Spatial relations	Sharp, barbed; not dull.	Adjective
2847	4.89	POISON	The body	A substance which, when ingested, inhaled, or absorbed, or when applied to, injected into, or developed within the body, in relatively small amounts, may cause injury, harm, or destruction to organs, tissue, or life.	Noun
1506095	7.56	POLE	The house	A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something	Noun
2852	23.33	POLICE	Modern world	Branch of the government which is charged with the preservation of public order, the promotion of public health and safety, and the prevention, detection, and punishment of crimes.	Noun
1510543	6.411	PONCHO	Clothing and grooming	A simple garment, made from a rectangle of cloth, with a slit in the middle for the head.	Noun
6897	11.52	POOR	Possession	With little or no possessions or money.	Adjective
1210547	3.662	PORPOISE	Animals	A short-snouted genus of the dolphin family, 1.2 to 2.5 metres (4 to 8 feet) long, gregarious in habits, yielding an oil and leather.	Noun
1717	10.91	PORT	Motion	Area of water next to the coast, often surrounded by thick walls, where ships and boats can be sheltered.	Noun
1506091	7.56	POST	The house	A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something.	Noun
161415	23.41	POSTAGE STAMP	Modern world	A piece of paper that is affixed to letters or packages to pay for their delivery.	Noun
624787	23.43	POSTCARD	Modern world	A rectangular piece of thick paper or thin cardboard intended to be written on and mailed without an envelope.	Noun
6086	5.26	POT	Food and drink	A generic kitchen utensil used for cooking food by boiling, frying or other methods.	Noun
160661	5.7	POTATO	Food and drink	A tuberous plant, Solanum tuberosum, often eaten as a starchy vegetable, particularly in the Americas and Europe.	Noun
1510957	9.71	POTTER	Basic actions and technology	One who makes pots and other ceramic wares.	Noun
1510937	9.211	POUND	Basic actions and technology	To strike hard, usually repeatedly.	Verb
621011	9.35	POUR	Basic actions and technology	To cause a liquid to flow into a container.	Verb
695465	16.79	PRAISE	Emotions and values	the act of expressing approval or admiration; commendation; laudation.	Noun
1486478	3.833	PRAWNS	Animals	A decapod crustacean of the suborder Dendrobranchiata.	Noun
1056622	22.17	PRAY	Religion and belief	To address God or a higher being with praise, thanksgiving, confession or supplication.	Verb
1509379	22.22	PREACH	Religion and belief	To deliver a sermon.	Verb
1875	1.222	PRECIPICE	The physical world	The inclined surface of any part of the Earth's surface, as a hillslope; also, a broad part of a continent descending toward an ocean, as the Pacific slope.(Source: BJGEO)	Noun
489482	4.73	PREGNANT	The body	Carrying developing offspring within the body.	Adjective
381596	23.31	PRESIDENT	Modern world	The title of one who presides over an organisation, company, trade union, university, country, etc.	Noun
842520	9.342	PRESS	Basic actions and technology	To apply pressure to an item.	Verb
6391	19.59	PREVENT	Social and political relations	To avoid the occurrence of an event; to stop from doing something or being in a certain state.	Verb
2959	11.87	PRICE	Possession	The amount of money paid per unit for a good or service.	Noun
360238	22.18	PRIEST	Religion and belief	A minister of the Catholic church empowered to administer the sacraments, most particularly that of the Eucharist or Holy Communion, as well as those of confession and extreme unction.	Noun
5623	21.39	PRISON	Law	A place in which individual persons have restricted personal freedom.	Noun
461201	20.47	PRISONER	Warfare and hunting	A person confined in a prison, while on trial or serving a sentence.	Noun
6898	18.36	PROMISE	Speech and language	A transaction between two persons whereby the first person undertakes in the future to render some service or gift to the second person or devotes something valuable now and here to his use.	Verb
658684	19.72	PROSTITUTE	Social and political relations	A woman who sells sexual services for money.	Noun
1374507	16.48	PROUD	Emotions and values	Feeling greatly pleased, or satisfied by something or someone that is highly honorable or creditable to oneself	Adjective
1073333	4.145	PUBIC HAIR	The body	Dense, coarse hair that grows on the male and female genital area beginning in puberty.	Noun
6071	9.33	PULL	Basic actions and technology	To apply a force to (an object), in order that it moves towards the origin of the force that was applied.	Verb
366683	8.931	PUMPKIN	Agriculture and vegetation	A squash fruit of the Cucurbita genus, most commonly orange in colour when ripe and traditionally used during Halloween.	Noun
1511126	21.37	PUNISHMENT	Law	The act or process of punishing, imposing and/or applying a sanction; a penalty to punish wrongdoing, especially for crime.	Noun
341470	17.26	PUPIL	Cognition	A student under the supervision of a teacher or professor.	Noun
450119	10.53	PURSUE	Motion	Trying to achieve or to reach something.	Verb
745553	4.857	PUS	The body	A whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections.	Noun
6068	10.67	PUSH	Motion	To apply a force to (an object), in order that it moves away from the origin of the force that was applied.	Verb
429615	12.12	PUT	Spatial relations	To set or place an object in a different place than it original was.	Verb
1335540	6.11	PUT ON	Clothing and grooming	to move or place (anything) so as to get it into or out of a specific location or position.	Verb
8235	3.865	QUAIL	Animals	(Coturnix coturnix) Small (17 cm) rotund bird from the pheasant family (Phasianidae)	Noun
7805	19.62	QUARREL	Social and political relations	A loud or noisy verbal confrontation between two or more people.	Noun
5708	19.33	QUEEN	Social and political relations	A female monarch.	Noun
5759	15.46	QUIET	Sense perception	With little or no sound; denoting absence of disturbing noise.	Adjective
501465	3.614	RABBIT	Animals	One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.	Noun
354847	3.866	RACCOON	Animals	(Procyon lotor) An omnivorous nocturnal mammal native to North America and Central America.	Noun
5767	23.1	RADIO	Modern world	A device that can capture the signal sent over radio waves and render the modulated signal as sound.	Noun
6853	10.84	RAFT	Motion	a collection of logs, planks, casks, etc., fastened together for floating on water.	Noun
355194	7.54	RAFTER	The house	One of several parallel sloping beams that extend from the ridge to the wall-plate, to support the roof and its associated loads; the sloping top member of a roof truss, which carries the purlins.	Noun
1510563	6.81	RAG	Clothing and grooming	A piece of old cloth; a tattered piece of cloth; a shred, a tatter.	Noun
3100	1.75	RAIN	The physical world	Precipitation in the form of liquid water drops with diameters greater than 0.5 millimetres.	Noun
7041	1.59	RAINBOW	The physical world	A multicoloured arc in the sky caused by the refraction of light within droplets of rain in the air.	Noun
5772	10.22	RAISE	Motion	To cause to rise; to move something from a lower position to a higher one.	Verb
1510836	8.27	RAKE	Agriculture and vegetation	A garden tool with a row of pointed teeth fixed to a long handle, used for collecting grass or debris, or for loosening soil.	Noun
5855	3.26	RAM	Animals	A male sheep.	Noun
413697	21.44	RAPE	Law	The act of forcing sexual intercourse or other sexual activity upon another person against their will.	Noun
6233	3.63	RAT	Animals	A nearly omnivorous rodent of the genus ''rattus'' characterised by a long hairless tail, rounded ears, and a pointed nose.	Noun
1508303	18.74	RATTLE	Speech and language	A wooden instrument that makes a loud knocking noise [used by people watching football games].	Noun
899678	5.122	RAW	Food and drink	That has not been cooked (food).	Adjective
1318581	6.93	RAZOR	Clothing and grooming	A bladed tool used for the removal of body hair through the act of shaving.	Noun
337421	18.52	READ	Speech and language	To look at and interpret letters or other information that is written.	Verb
346236	14.29	READY	Time	Prepared for immediate action or use.	Adjective
1333710	15.66	RED	Sense perception	Having red as its colour.	Adjective
3138	1.342	REEF	The physical world	A line of rocks in the tidal zone of a coast, submerged at high water but partly uncovered at low water.	Noun
1103325	18.37	REFUSE	Speech and language	To not want to do what is being asked.	Verb
8110	16.34	REGRET	Emotions and values	To wish that a past event had not happened.	Verb
812111	3.871	REINDEER	Animals	An Arctic and Subarctic-dwelling deer (Rangifer tarandus), a number of subspecies exist.	Noun
6740	2.81	RELATIVES	Kinship	A person that is considered to be of the same family due to shared ancestors, marriage or adoption.	Noun
3175	22.11	RELIGION	Religion and belief	The expression of man's belief in and reverence for a superhuman power recognized as the creator and governor of the universe.	Noun
423795	12.16	REMAIN	Spatial relations	To continue to be in the same place or state.	Verb
357288	12.17	REMAINS	Spatial relations	The physical structure of a dead animal or person.	Noun
335793	17.31	REMEMBER	Cognition	To recall from memory.	Verb
963523	11.25	RESCUE	Possession	To free from harm or evil.	Verb
1366972	4.912	REST	The body	To cease working, moving or thinking for some time in order to relieve fatigue.	Verb
1536730	20.45	RETREAT	Warfare and hunting	To retreat unwillingly and/or suddenly, often caused by sudden pain, shock, scare, fright, surprise, or similar.	Verb
1300468	10.58	RETURN HOME	Motion	To go to one's home after having left it, such as after a working day or holidays.	Verb
348225	4.162	RIB	The body	One of the long curved bones which form the rib cage.	Noun
395506	8.48	RICE	Agriculture and vegetation	Seeds of the rice plant (Oryza sativa) used as food.	Noun
336015	11.51	RICH	Possession	Possessing in abundance a particular trait.	Adjective
1511006	10.66	RIDE	Motion	To transport oneself by sitting on and directing a horse (or later: bicycle)	Verb
1506083	7.53	RIDGEPOLE	The house	The highest horizontal beam in a roof.	Noun
436024	12.41	RIGHT	Spatial relations	Something that is on the right side relative to another object.	Adjective
5931	6.73	RING	Clothing and grooming	A round piece of (precious) metal worn around the finger.	Noun
1378364	5.123	RIPE	Food and drink	(Of fruits, seeds, etc.) Having reached the stage of development suitable for harvesting and eating.	Adjective
630856	10.21	RISE	Motion	to get up from a lying, sitting, or kneeling position.	Verb
3253	1.36	RIVER	The physical world	A stream of water which flows in a channel from high ground to low ground and ultimately to a lake or the sea, except in a desert area where it may dwindle away to nothing.	Noun
3258	10.71	ROAD	Motion	A long piece of hard ground that people can drive along from one place to another.	Noun
903088	5.23	ROAST	Food and drink	To expose to heat without adding fat or water until it is cooked, has a brown crust and becomes crispy.	Verb
3266	1.44	ROCK	The physical world	Any aggregate of minerals that makes up part of the earth's crust. It may be unconsolidated, such as sand, clay, or mud, or consolidated, such as granite, limestone, or coal.	Noun
354681	10.15	ROLL	Motion	To tip laterally.	Verb
344031	7.51	ROOF	The house	The structure covering a building.	Noun
6065	7.21	ROOM	The house	A separate part of a building, enclosed by walls, a floor and a ceiling.	Noun
6308	3.52	ROOSTER	Animals	A male chicken (Gallus gallus domesticus), a domestic bird.	Noun
3269	8.54	ROOT	Agriculture and vegetation	The absorbing and anchoring organ of a vascular plant; it bears neither leaves nor flowers and is usually subterranean.	Noun
5465	9.19	ROPE	Basic actions and technology	Thick, strong string made of several strands that have been twisted together.	Noun
7031	5.125	ROTTEN	Food and drink	Having changed its colour, smell or composition (partially or completely), due to being attacked and decomposed by microorganisms (relating to organic matter).	Adjective
846773	15.76	ROUGH	Sense perception	Having a texture that has much friction. Not smooth.	Adjective
1505691	1.323	ROUGH	The physical world	(of sea): With large waves.	Adjective
5984	12.81	ROUND	Spatial relations	Circular or having a circular cross-section in at least one direction.	Adjective
7808	10.852	ROW	Motion	To pull oars through water in order to make a water vehicle (such as a boat) move.	Verb
6062	9.31	RUB	Basic actions and technology	To move one's hand or an object over a surface or other object (maintaining constant contact and applying moderate pressure).	Verb
1192505	10.86	RUDDER	Motion	An underwater vane used to steer a vessel. The rudder is controlled by means of a wheel, tiller or other apparatus.	Noun
1507427	9.771	RUG	Basic actions and technology	A piece of thick cloth or wool that is smaller than a carpet and is put on the floor as decoration	Noun
7797	19.31	RULE	Social and political relations	To exercise power or authority over a person, a group of persons, animals, territories or an organization.	Verb
6323	10.46	RUN	Motion	To move quickly by alternately making a short jump off of either foot.	Verb
1054188	8.45	RYE	Agriculture and vegetation	Biennial plant from the genus Secale of the family Poaceae, used as a cereal or for forage.	Noun
479450	22.15	SACRIFICE	Religion and belief	Something surrendered or lost in order to gain an objective.	Noun
345771	10.88	SAIL	Motion	A large piece of fabric (as canvas) by means of which wind is used to propel a sailing vessel.	Noun
345774	10.36	SAIL	Motion	To traverse or travel by ship on a body of water.	Verb
5599	5.81	SALT	Food and drink	A condiment (NaCl - Sodium Chloride) used to add to or enhance the flavour of food (commonly with pepper).	Noun
475116	15.36	SALTY	Sense perception	Containing salt.	Adjective
1407061	24.13	SAME	Miscellaneous function words	Bearing full likeness by having precisely the same set of characteristics.	Function word
3305	1.215	SAND	The physical world	A loose material consisting of small mineral particles, or rock and mineral particles, distinguishable by the naked eye; grains vary from almost spherical to angular, with a diameter range from 1/16 to 2 millimeters.	Noun
1167672	3.831	SANDFLY	Animals	A tiny flying insect from one of several species in the Nematocera suborder, including the families Mycetophilidae, Anisopodidae and Sciaridae.	Noun
1510865	8.76	SAP	Agriculture and vegetation	The juice of plants of any kind, especially the ascending and descending juices or circulating fluid essential to nutrition.	Noun
6994	14.68	SATURDAY	Time	The sixth day of the week in Europe and in systems using the ISO 8601 norm; the seventh day of the week in the United States of America.	Noun
1505792	5.36	SAUCER	Food and drink	A small dish for placing a cup.	Noun
8105	5.63	SAUSAGE	Food and drink	A length of intestine, stuffed with ground (organ) meat, and other ingredients. Instead of intestines, a different kind of wrapper can be used.	Noun
1505696	1.411	SAVANNA	The physical world	A large open grassland in tropical and subtropical regions.	Noun
876531	9.48	SAW	Basic actions and technology	A tool with a toothed blade used for cutting hard substances, in particular wood or metal.	Noun
6075	18.22	SAY	Speech and language	To communicate orally, using a particular language; to express in words.	Verb
1505745	3.653	SCALE	Animals	One of the small flat pieces of skin that cover the bodies of fish.	Noun
156420	4.858	SCAR	The body	A permanent mark on the skin resulting from a wound.	Noun
3320	17.28	SCHOOL	Cognition	An institution or building at which children and young people receive education.	Noun
5807	9.24	SCISSORS	Basic actions and technology	A tool used for cutting thin material, consisting of two crossing blades attached at a pivot point in such a way that the blades slide across each other when the handles are closed.	Noun
1508300	18.39	SCOLD	Speech and language	to rebuke	Verb
636601	3.815	SCORPION	Animals	An arthropod with eight legs, belonging to the order Scorpiones in the class Arachnida.	Noun
7152	5.48	SCRAPE	Food and drink	To move an object against another object such that abrasion or minor cutting occurs.	Verb
6047	4.8541	SCRATCH	The body	To rub or scrape (a part of the body) with a sharp object (e.g. to relieve an itching).	Verb
741510	23.55	SCREW	Modern world	A shaft with a helical groove or thread formed on its surface. Its main use is as a threaded fastener used to hold objects together	Noun
356932	23.555	SCREWDRIVER	Modern world	A hand tool used for driving screws.	Noun
388881	9.82	SCULPTOR	Basic actions and technology	a person who practices the art of sculpture.	Noun
1050369	8.33	SCYTHE	Agriculture and vegetation	A farm tool consisting of a long bent blade attached to a shaft, that is designed for cutting straws of grass or grain from an upright position.	Noun
6154	1.32	SEA	The physical world	A body of salt water that is smaller than an ocean and generally in proximity to a continent.	Noun
412090	3.582	SEAGULL	Animals	A seabird of the genus Larus or of the family Laridae.	Noun
3345	14.78	SEASON	Time	One of the four equal periods into which the year is divided by the equinoxes and solstices, resulting from the apparent movement of the sun north and south of the equator during the course of the earth's orbit around it. These periods (spring, summer, autumn and winter) have their characteristic weather conditions in different regions, and occur at opposite times of the year in the N and S hemispheres.	Noun
5958	13.36	SECOND	Quantity	That which comes after the first.	Function word
486825	17.36	SECRET	Cognition	Being or kept hidden from public perception.	Adjective
6003	15.51	SEE	Sense perception	To perceive [images] with the eye, without necessarily paying attention to them.	Verb
3361	8.311	SEED	Agriculture and vegetation	A mature fertilized plant ovule, consisting of an embryo and its food store surrounded by a protective seed coat (testa).	Noun
6326	17.18	SEEM	Cognition	To have a given outward appearance.	Verb
6439	11.82	SELL	Possession	To provide goods or services in exchange for money.	Verb
493075	10.63	SEND	Motion	To make something (an object, a message) go from one place to another.	Verb
5883	12.23	SEPARATE	Spatial relations	To cause something or someone to move away from something or someone else.	Verb
1504891	19.43	SERVANT	Social and political relations	A person performing duties for others. For example a person employed in a household which cares about the domestic duties.	Noun
7004	13.07	SEVEN	Quantity	The cardinal number occurring after six and before eight, represented in Roman numerals as VII, in Arabic numerals as 7.	Function word
6073	6.35	SEW	Clothing and grooming	To pass thread repeatedly through fabric or a material, using a needle, in order to join two or more parts or to make a pattern or motif.	Verb
5966	1.63	SHADE	The physical world	Darkness, where light (particularly sunlight) is blocked.	Noun
839866	10.26	SHAKE	Motion	To cause (something) to move rapidly from side to side.	Verb
1404411	12.68	SHALLOW	Spatial relations	Having little depth.	Adjective
719675	16.45	SHAME	Emotions and values	The consciousness or awareness of dishonor, disgrace, or condemnation.	Noun
374731	11.91	SHARE	Possession	To give part of what one has to somebody else to use or consume.	Verb
481253	3.661	SHARK	Animals	A scaleless fish with a cartilaginous skeleton that has 5 to 7 gill slits on each side of its head.	Noun
5987	15.78	SHARP	Sense perception	Having the ability to cut easily.	Adjective
7667	2.932	SHE	Kinship	A female other; the female previously mentioned. 3rd person singular feminine subject pronoun.	Function word
1510945	9.24	SHEARS	Basic actions and technology	A tool consisting of two blades with bevel edges, connected by a pivot, used for cutting cloth, or for removing the fleece from sheep etc	Noun
5819	3.25	SHEEP	Animals	A common, four-legged animal (Ovis) that is commonly kept by humans for its wool.	Noun
340859	7.47	SHELF	The house	A flat, rigid, rectangular structure, fixed at right angles to a wall, and used to support, store or display objects.	Noun
161542	3.655	SHELL	Animals	a hard outer covering of an animal, as the hard case of a mollusk	Noun
456348	20.34	SHIELD	Warfare and hunting	A large plate made of metal or wood, held in the left hand during melee combat to protect the body from incoming attacks.	Noun
335797	15.56	SHINE	Sense perception	To emit light.	Verb
3403	10.81	SHIP	Motion	A vessel propelled by engines or sails for navigating on the water, especially a large vessel that can not be carried aboard another, as distinguished from a boat.	Noun
6654	6.44	SHIRT	Clothing and grooming	An article of clothing that is worn on the upper part of the body, and often has sleeves, either long or short, that cover the arms.	Noun
332137	4.66	SHIT	The body	To excrete feces from one's body through the anus.	Verb
1106980	4.68	SHIVER	The body	To shake nervously, as if from fear.	Verb
5948	6.51	SHOE	Clothing and grooming	A protective covering for the foot, with a bottom part composed of thick leather or plastic sole and often a thicker heel, and a softer upper part made of leather or synthetic material. Shoes generally do not extend above the ankle, as opposed to boots, which do.	Noun
372056	6.54	SHOEMAKER	Clothing and grooming	A person whose profession is making and repairing footwear.	Noun
